path,true_class,predicted_class,confidence,true_pdf_id,pred_pdf_id
train\SEDAN\8678e833-66b6-11eb-9094-8c164571e025_jpg.rf.1ac9bc91b3708b42e7409293b543b778.jpg,SEDAN,HATCHBACK,0.803,6,7
train\SEDAN\8678e834-66b6-11eb-922c-8c164571e025_jpg.rf.02f6174eb08ba54210291fc53df00d20.jpg,SEDAN,HATCHBACK,0.606,6,7
train\SEDAN\8678e835-66b6-11eb-8cbf-8c164571e025_jpg.rf.1ebdaa7fec9ee47fa37082fabe8ad339.jpg,SEDAN,HATCHBACK,0.635,6,7
train\SEDAN\8678e836-66b6-11eb-b0f5-8c164571e025_jpg.rf.e133d765ad266ef590e5e9954a8a5bde.jpg,SEDAN,HATCHBACK,0.776,6,7
train\SEDAN\86790f1a-66b6-11eb-a336-8c164571e025_jpg.rf.1813d334a65487d78a29e31c825aa3af.jpg,SEDAN,HATCHBACK,0.647,6,7
train\SEDAN\86790f1d-66b6-11eb-a7d1-8c164571e025_jpg.rf.74de6c3ef1707982e156ba466922232a.jpg,SEDAN,HATCHBACK,0.634,6,7
train\SEDAN\86790f24-66b6-11eb-b714-8c164571e025_jpg.rf.5e7c6a82e6dddd47868bf4b05e999cf9.jpg,SEDAN,HATCHBACK,0.737,6,7
train\SEDAN\86790f2e-66b6-11eb-8eef-8c164571e025_jpg.rf.65c3d54b18774d209384ab89b7ebeec4.jpg,SEDAN,HATCHBACK,0.720,6,7
train\SEDAN\8679360d-66b6-11eb-b305-8c164571e025_jpg.rf.1a08d14b55a0830cdca7ebaf7f1f5759.jpg,SEDAN,HATCHBACK,0.797,6,7
train\SEDAN\86793611-66b6-11eb-8507-8c164571e025_jpg.rf.e6aed479141033a65566bb68aca5bcb9.jpg,SEDAN,HATCHBACK,0.923,6,7
train\SEDAN\86793612-66b6-11eb-84b6-8c164571e025_jpg.rf.1f04f2afd4918f0a4e1199ab740553f6.jpg,SEDAN,HATCHBACK,0.678,6,7
train\SEDAN\8679361c-66b6-11eb-b346-8c164571e025_jpg.rf.c9bf7e9075738b5cfce7d16157df8b4b.jpg,SEDAN,HATCHBACK,0.963,6,7
train\SEDAN\86795d03-66b6-11eb-82b0-8c164571e025_jpg.rf.9d5cc96df04a90254b7dca1900ba785c.jpg,SEDAN,HATCHBACK,0.765,6,7
train\SEDAN\86795d04-66b6-11eb-ad2b-8c164571e025_jpg.rf.b461fc6fb35fe414e90c20dbf63add30.jpg,SEDAN,HATCHBACK,0.922,6,7
train\SEDAN\86795d09-66b6-11eb-89ef-8c164571e025_jpg.rf.4d019249cf0be06cf9b3a56508275c83.jpg,SEDAN,HATCHBACK,0.650,6,7
train\SEDAN\86795d16-66b6-11eb-8668-8c164571e025_jpg.rf.4d1471f5cda290f2d1c51d0c1fb53dec.jpg,SEDAN,HATCHBACK,0.576,6,7
train\SEDAN\867983f6-66b6-11eb-95ed-8c164571e025_jpg.rf.4c3a6c598ef93e557143c43e7292bd14.jpg,SEDAN,HATCHBACK,0.883,6,7
train\SEDAN\867983fd-66b6-11eb-bc59-8c164571e025_jpg.rf.0e98e97b94b4e82bda02f2611a3a84be.jpg,SEDAN,HATCHBACK,0.934,6,7
train\SEDAN\86798405-66b6-11eb-88a3-8c164571e025_jpg.rf.f15c8d4ffb345782e9b06e47f4f10f23.jpg,SEDAN,HATCHBACK,0.853,6,7
train\SEDAN\8679840a-66b6-11eb-a9d5-8c164571e025_jpg.rf.9c7a0425add857e997cb5f07d5f8e1da.jpg,SEDAN,HATCHBACK,0.949,6,7
train\SEDAN\8679840c-66b6-11eb-b721-8c164571e025_jpg.rf.6cf2b237d273e6836ff099b5e306cbd5.jpg,SEDAN,HATCHBACK,0.869,6,7
train\SEDAN\8679aaef-66b6-11eb-8f8c-8c164571e025_jpg.rf.f858602cd213a6f6ab4cbfe79cdab99f.jpg,SEDAN,HATCHBACK,0.862,6,7
train\SEDAN\8679aaf1-66b6-11eb-9d1d-8c164571e025_jpg.rf.4680eca70b9698125278ab76be316e5f.jpg,SEDAN,HATCHBACK,0.737,6,7
train\SEDAN\8679aaf3-66b6-11eb-9acc-8c164571e025_jpg.rf.5c6f7b47ddff5983dc20cd32cf069b3d.jpg,SEDAN,HATCHBACK,0.915,6,7
train\SEDAN\8679aaf6-66b6-11eb-be50-8c164571e025_jpg.rf.708a71e014ca0c89cecd566032bac29c.jpg,SEDAN,HATCHBACK,0.871,6,7
train\SEDAN\8679aaf8-66b6-11eb-8aa9-8c164571e025_jpg.rf.560dc96b587695b852f92ee83bfa3370.jpg,SEDAN,HATCHBACK,0.705,6,7
train\SEDAN\8679aaf9-66b6-11eb-8d20-8c164571e025_jpg.rf.7a2c958b5d3561e2d0d0069ad668eb43.jpg,SEDAN,HATCHBACK,0.573,6,7
train\SEDAN\8679aafa-66b6-11eb-a8d2-8c164571e025_jpg.rf.e470a222ceaea697ca5e58c1b4fd5420.jpg,SEDAN,HATCHBACK,0.736,6,7
train\SEDAN\8679d1ef-66b6-11eb-ba64-8c164571e025_jpg.rf.3208d58ec9c2659e3e1915d435b44f45.jpg,SEDAN,HATCHBACK,0.566,6,7
train\SEDAN\8679d1f3-66b6-11eb-90e6-8c164571e025_jpg.rf.6fdeedce6518d068b652f39aa4191996.jpg,SEDAN,HATCHBACK,0.677,6,7
train\SEDAN\8679d1f5-66b6-11eb-9c9a-8c164571e025_jpg.rf.ed20c80149dcb7fdf096053718bdc0cb.jpg,SEDAN,HATCHBACK,0.744,6,7
train\SEDAN\8679d1f9-66b6-11eb-903a-8c164571e025_jpg.rf.b15c57ffc2ad32a8155b0c33f8ac64b8.jpg,SEDAN,HATCHBACK,0.920,6,7
train\SEDAN\8679f8e6-66b6-11eb-8ec4-8c164571e025_jpg.rf.235cb777910649ed065602571de95543.jpg,SEDAN,HATCHBACK,0.728,6,7
train\SEDAN\8679f8e9-66b6-11eb-a23a-8c164571e025_jpg.rf.20330345ff58a98713f34f7f1034c014.jpg,SEDAN,HATCHBACK,0.781,6,7
train\SEDAN\867a1fc6-66b6-11eb-97aa-8c164571e025_jpg.rf.fb29d5f05202a70e56141a5faa2c75d8.jpg,SEDAN,HATCHBACK,0.854,6,7
train\SEDAN\867a1fcf-66b6-11eb-a03d-8c164571e025_jpg.rf.12d8706ca362abc6ee3b78f0cfdda3e7.jpg,SEDAN,HATCHBACK,0.744,6,7
train\SEDAN\867a1fd0-66b6-11eb-871c-8c164571e025_jpg.rf.2d483002d8b525b434390846aa9aef8a.jpg,SEDAN,HATCHBACK,0.610,6,7
train\SEDAN\867a1fd8-66b6-11eb-9592-8c164571e025_jpg.rf.83f6b58d82e8cdc4d2b76b63ef86902f.jpg,SEDAN,HATCHBACK,0.889,6,7
train\SEDAN\867a1fe0-66b6-11eb-af7d-8c164571e025_jpg.rf.32c880cf62b1b46049b516d5723a0e26.jpg,SEDAN,HATCHBACK,0.856,6,7
train\SEDAN\867a1fe3-66b6-11eb-b004-8c164571e025_jpg.rf.657e5c9b7e10276cd926e1a51c57a1da.jpg,SEDAN,HATCHBACK,0.820,6,7
train\SEDAN\867a1fea-66b6-11eb-b075-8c164571e025_jpg.rf.1583eb7551a8355c2f535fa761c277fc.jpg,SEDAN,HATCHBACK,0.860,6,7
train\SEDAN\867a1ff1-66b6-11eb-976f-8c164571e025_jpg.rf.81ba5daffa3729457efba43bce77172b.jpg,SEDAN,HATCHBACK,0.829,6,7
train\SEDAN\867a1ff2-66b6-11eb-a665-8c164571e025_jpg.rf.578e69c4fb33e376dff875065375f22f.jpg,SEDAN,HATCHBACK,0.810,6,7
train\SEDAN\867a1ff5-66b6-11eb-8bb4-8c164571e025_jpg.rf.18e7658c142f7f10b3dbc65d2d634a06.jpg,SEDAN,HATCHBACK,0.716,6,7
train\SEDAN\867a1ff6-66b6-11eb-ad4b-8c164571e025_jpg.rf.c14cef41f3133a098a685d1ac17a9490.jpg,SEDAN,HATCHBACK,0.873,6,7
train\SEDAN\867a46b0-66b6-11eb-82fb-8c164571e025_jpg.rf.6ec536cf045003a0f64e1e023bb2d930.jpg,SEDAN,HATCHBACK,0.789,6,7
train\SEDAN\867a46b3-66b6-11eb-ac25-8c164571e025_jpg.rf.231ac3b869de19afdf26d24b15282a41.jpg,SEDAN,HATCHBACK,0.620,6,7
train\SEDAN\867a46b7-66b6-11eb-a0f1-8c164571e025_jpg.rf.592c96368ae321f9d17a36e7b3733005.jpg,SEDAN,HATCHBACK,0.923,6,7
train\SEDAN\867a46bb-66b6-11eb-a37a-8c164571e025_jpg.rf.ffff50d0c97923b1b6c4a1f934ea5e1e.jpg,SEDAN,HATCHBACK,0.566,6,7
train\SEDAN\867a46be-66b6-11eb-b71e-8c164571e025_jpg.rf.0be083af27c0fb8b248671b4d3b364f7.jpg,SEDAN,HATCHBACK,0.915,6,7
train\SEDAN\867a46d5-66b6-11eb-89f2-8c164571e025_jpg.rf.73b31b35754fb6d108116a916ef081cd.jpg,SEDAN,HATCHBACK,0.571,6,7
train\SEDAN\867a46d6-66b6-11eb-b35e-8c164571e025_jpg.rf.68a80e8fa5b6197981ad0533f78d2ad3.jpg,SEDAN,HATCHBACK,0.775,6,7
train\SEDAN\867a46da-66b6-11eb-a986-8c164571e025_jpg.rf.1b82b6f63df1d85a5b74b3fc259f3a9d.jpg,SEDAN,HATCHBACK,0.787,6,7
train\SEDAN\867a46de-66b6-11eb-ae09-8c164571e025_jpg.rf.0afe70f740700a1492d2f0ddcb2b07d1.jpg,SEDAN,HATCHBACK,0.936,6,7
train\SEDAN\867a46e7-66b6-11eb-a130-8c164571e025_jpg.rf.92791e67622b74f86f30b7cb62bde485.jpg,SEDAN,HATCHBACK,0.757,6,7
train\SEDAN\867a46eb-66b6-11eb-a59d-8c164571e025_jpg.rf.4d9bfbde4fcce4d1294ee1879f0729ad.jpg,SEDAN,HATCHBACK,0.674,6,7
train\SEDAN\867a6da2-66b6-11eb-a0b8-8c164571e025_jpg.rf.1f72224416ae54d7367d9a0d20d700a1.jpg,SEDAN,HATCHBACK,0.827,6,7
train\SEDAN\867a6da4-66b6-11eb-8a6b-8c164571e025_jpg.rf.1d581fa1ab950f0b46143cbb70d2d642.jpg,SEDAN,HATCHBACK,0.618,6,7
train\SEDAN\867a6da6-66b6-11eb-8f2b-8c164571e025_jpg.rf.11e3cd52dbc60b162663f740018f5be7.jpg,SEDAN,HATCHBACK,0.902,6,7
train\SEDAN\867a6da8-66b6-11eb-8ef7-8c164571e025_jpg.rf.029f3918d173bac435a46a0aa8d49d0f.jpg,SEDAN,ACIK_TEKERLEK,0.717,6,5
train\SEDAN\867a6dac-66b6-11eb-956c-8c164571e025_jpg.rf.085346fe4c7219cafc2d632d2b2572bf.jpg,SEDAN,HATCHBACK,0.931,6,7
train\SEDAN\867a6dad-66b6-11eb-b24e-8c164571e025_jpg.rf.0d0e1df2f326c8f2a4ae18c2246997e0.jpg,SEDAN,HATCHBACK,0.708,6,7
train\SEDAN\867a6db2-66b6-11eb-9424-8c164571e025_jpg.rf.bf02c09b798a10af6aee88ae7e8696d7.jpg,SEDAN,HATCHBACK,0.821,6,7
train\SEDAN\867a6db6-66b6-11eb-9a63-8c164571e025_jpg.rf.926f21eb8bee39be3d12a158cddae4ed.jpg,SEDAN,HATCHBACK,0.778,6,7
train\SEDAN\867a6db8-66b6-11eb-9e15-8c164571e025_jpg.rf.056717a86b5390486d7d8864c44b7069.jpg,SEDAN,HATCHBACK,0.898,6,7
train\SEDAN\867a6dc6-66b6-11eb-a5cd-8c164571e025_jpg.rf.13855b492616b5a151e635c3ac50a97c.jpg,SEDAN,HATCHBACK,0.734,6,7
train\SEDAN\867a6dd9-66b6-11eb-9925-8c164571e025_jpg.rf.d92a666e3dfaac4d782d02b24c0b82d8.jpg,SEDAN,HATCHBACK,0.902,6,7
train\SEDAN\867a949f-66b6-11eb-a102-8c164571e025_jpg.rf.6e87440a7513942502fc20887d47e8cb.jpg,SEDAN,HATCHBACK,0.900,6,7
train\SEDAN\867a94a0-66b6-11eb-ae58-8c164571e025_jpg.rf.a0ebc1543386f47df8be863d5c493ca7.jpg,SEDAN,HATCHBACK,0.800,6,7
train\SEDAN\867a94a9-66b6-11eb-bc1f-8c164571e025_jpg.rf.cf71c77c926ebbf990d25cc0e351d0ea.jpg,SEDAN,HATCHBACK,0.905,6,7
train\SEDAN\867a94b2-66b6-11eb-85c8-8c164571e025_jpg.rf.1e1ab048bc6529727be80800a62d5239.jpg,SEDAN,HATCHBACK,0.773,6,7
train\SEDAN\867a94b6-66b6-11eb-9fe1-8c164571e025_jpg.rf.77ede73865d2bb17fb1caeec9280bc2b.jpg,SEDAN,HATCHBACK,0.708,6,7
train\SEDAN\867a94b8-66b6-11eb-96aa-8c164571e025_jpg.rf.d7201320ff4652b8a62c289a025696b8.jpg,SEDAN,HATCHBACK,0.698,6,7
train\SEDAN\867a94c6-66b6-11eb-9959-8c164571e025_jpg.rf.fb11fc71ee5ac8fdddff1c29266aefe0.jpg,SEDAN,HATCHBACK,0.847,6,7
train\SEDAN\867a94ca-66b6-11eb-8be0-8c164571e025_jpg.rf.1d4717a9c3f0126008b4df43ae88dd9c.jpg,SEDAN,HATCHBACK,0.833,6,7
train\SEDAN\867a94ce-66b6-11eb-bc5a-8c164571e025_jpg.rf.f13071286aaf66552c6d9403b4291ac9.jpg,SEDAN,HATCHBACK,0.842,6,7
train\SEDAN\867a94d0-66b6-11eb-91b8-8c164571e025_jpg.rf.4fd66a2c64ef350e097d5bed8a1a92b7.jpg,SEDAN,HATCHBACK,0.863,6,7
train\SEDAN\867abb95-66b6-11eb-85de-8c164571e025_jpg.rf.aae66b7e32ffaaf22283e44bd1bb24b1.jpg,SEDAN,HATCHBACK,0.945,6,7
train\SEDAN\867abb9a-66b6-11eb-8131-8c164571e025_jpg.rf.c75bbc3536982a9418d554077fdce56e.jpg,SEDAN,HATCHBACK,0.715,6,7
train\SEDAN\867abb9d-66b6-11eb-9a05-8c164571e025_jpg.rf.83177bbbfc9a96acf9cc9046f58f4c63.jpg,SEDAN,HATCHBACK,0.879,6,7
train\SEDAN\867abbaa-66b6-11eb-9f42-8c164571e025_jpg.rf.ba1001d0196601c38eff53c5f1787a83.jpg,SEDAN,HATCHBACK,0.774,6,7
train\SEDAN\867abbaf-66b6-11eb-89b9-8c164571e025_jpg.rf.4ff621230f52e016a658b6d01aa77e09.jpg,SEDAN,HATCHBACK,0.872,6,7
train\SEDAN\867abbb2-66b6-11eb-a02c-8c164571e025_jpg.rf.7c943c513bc39ca74aade2a5b9ee26e9.jpg,SEDAN,HATCHBACK,0.851,6,7
train\SEDAN\867ae28b-66b6-11eb-b750-8c164571e025_jpg.rf.7a5698c1cb80274722aca731a9dd83fb.jpg,SEDAN,HATCHBACK,0.934,6,7
train\SEDAN\867ae28c-66b6-11eb-8e68-8c164571e025_jpg.rf.a978d7229f7c253d129af83ccc651841.jpg,SEDAN,ACIK_TEKERLEK,0.702,6,5
train\SEDAN\867ae28d-66b6-11eb-8965-8c164571e025_jpg.rf.864c8366ae198406ec9b079ddb9b13c2.jpg,SEDAN,HATCHBACK,0.865,6,7
train\SEDAN\867ae292-66b6-11eb-a92f-8c164571e025_jpg.rf.11e7e665b15184f9cbc7f36db31e3a6d.jpg,SEDAN,HATCHBACK,0.683,6,7
train\SEDAN\867ae295-66b6-11eb-9810-8c164571e025_jpg.rf.a51e11985651303ee82adace91feccbe.jpg,SEDAN,HATCHBACK,0.932,6,7
train\SEDAN\867ae298-66b6-11eb-be28-8c164571e025_jpg.rf.35ebed68634697ee09d57198d7624e26.jpg,SEDAN,HATCHBACK,0.699,6,7
train\SEDAN\867ae2b1-66b6-11eb-b575-8c164571e025_jpg.rf.2d05a7e6257182d82e66099bd86b4e49.jpg,SEDAN,HATCHBACK,0.677,6,7
train\SEDAN\867ae2b6-66b6-11eb-9923-8c164571e025_jpg.rf.c2a99f564f614a8ba16280431f629855.jpg,SEDAN,HATCHBACK,0.907,6,7
train\SEDAN\867b0984-66b6-11eb-ad89-8c164571e025_jpg.rf.d9cdb06b86bfe0528fd638d02b835723.jpg,SEDAN,HATCHBACK,0.787,6,7
train\SEDAN\867b0994-66b6-11eb-9c32-8c164571e025_jpg.rf.7f2e0857b18b1e82e4bec23eb6071b48.jpg,SEDAN,HATCHBACK,0.879,6,7
train\SEDAN\867b099a-66b6-11eb-be4b-8c164571e025_jpg.rf.d2012a25698621c11dcb38283f157bc3.jpg,SEDAN,HATCHBACK,0.710,6,7
train\SEDAN\867b09a4-66b6-11eb-b4f1-8c164571e025_jpg.rf.c920c426be3f5b7188f440a766a7b693.jpg,SEDAN,HATCHBACK,0.854,6,7
train\SEDAN\867b09aa-66b6-11eb-8af5-8c164571e025_jpg.rf.f4e55b90f6553deaab44c730495b01e7.jpg,SEDAN,HATCHBACK,0.841,6,7
train\SEDAN\867b09b0-66b6-11eb-8c7f-8c164571e025_jpg.rf.91c4f660b2201b2bb9c507f3585c9e3e.jpg,SEDAN,HATCHBACK,0.973,6,7
train\SEDAN\867b3081-66b6-11eb-abfc-8c164571e025_jpg.rf.f9a5ce03fd7bedc6ebb2953dfe5dbb4f.jpg,SEDAN,HATCHBACK,0.772,6,7
train\SEDAN\867b3082-66b6-11eb-8670-8c164571e025_jpg.rf.11f4c1a04703c3fb5cbdf61cd335027f.jpg,SEDAN,HATCHBACK,0.831,6,7
train\SEDAN\867b3086-66b6-11eb-b4d1-8c164571e025_jpg.rf.1c33c4b5931dcf0de1d85988a626ef2d.jpg,SEDAN,HATCHBACK,0.717,6,7
train\SEDAN\867b308d-66b6-11eb-80e5-8c164571e025_jpg.rf.f11fc7c055ac321201b8b1964223311d.jpg,SEDAN,HATCHBACK,0.834,6,7
train\SEDAN\867b309b-66b6-11eb-98a6-8c164571e025_jpg.rf.b51d59d4652007f8efb4afb3852c8f0a.jpg,SEDAN,HATCHBACK,0.786,6,7
train\SEDAN\867b309c-66b6-11eb-bb1e-8c164571e025_jpg.rf.d2ced877f946ef6d21de96521e110b39.jpg,SEDAN,HATCHBACK,0.857,6,7
train\SEDAN\867b30a0-66b6-11eb-ade8-8c164571e025_jpg.rf.21c51b9f318bb0ce87d81a2c68a7238f.jpg,SEDAN,HATCHBACK,0.891,6,7
train\SEDAN\867b30a9-66b6-11eb-b7fe-8c164571e025_jpg.rf.944e8f6d48eae96c890b3a61dc268674.jpg,SEDAN,HATCHBACK,0.867,6,7
train\SEDAN\867b30aa-66b6-11eb-b016-8c164571e025_jpg.rf.2884407cbc9268b09a8579187c4b5366.jpg,SEDAN,HATCHBACK,0.688,6,7
train\SEDAN\867b30ab-66b6-11eb-b2e2-8c164571e025_jpg.rf.80d13543cbf66d6f6d862ea78fdc6f83.jpg,SEDAN,HATCHBACK,0.915,6,7
train\SEDAN\867b576a-66b6-11eb-b965-8c164571e025_jpg.rf.4e0fb4a91050189252f240a4b39c0a4f.jpg,SEDAN,HATCHBACK,0.941,6,7
train\SEDAN\86_jpg.rf.aac4e85ca951b088e8ceb4f699a70568.jpg,SEDAN,HATCHBACK,0.718,6,7
train\SEDAN\89_jpg.rf.63ce718f173d76ab064058d6cfa552bf.jpg,SEDAN,HATCHBACK,0.677,6,7
train\SEDAN\8_jpg.rf.020c413cd394f807cbf786c25e0bc9c1.jpg,SEDAN,HATCHBACK,0.906,6,7
train\SEDAN\90_jpg.rf.312b86405e701051296b906d1f06381d.jpg,SEDAN,HATCHBACK,0.846,6,7
train\SEDAN\90_jpg.rf.9ce5e5647638cea0785bfb664487c800.jpg,SEDAN,HATCHBACK,0.903,6,7
train\SEDAN\90_jpg.rf.e0f9f074c4177b3e085982b555dc2a4d.jpg,SEDAN,HATCHBACK,0.667,6,7
train\SEDAN\91_jpg.rf.15977e3da99f0cb18b8acc8644ce2d3c.jpg,SEDAN,HATCHBACK,0.806,6,7
train\SEDAN\91_jpg.rf.d5b7b4b8d3725826aa8dc6323608a6e6.jpg,SEDAN,HATCHBACK,0.768,6,7
train\SEDAN\92_jpg.rf.8e898c217fbdcd7e8e2c95b845894cbf.jpg,SEDAN,HATCHBACK,0.935,6,7
train\SEDAN\93_jpg.rf.d804d32254011a6aad8eb0d0a6ee88f9.jpg,SEDAN,HATCHBACK,0.676,6,7
train\SEDAN\94_jpg.rf.065c826a57cc25acf86a50d1af21c7d1.jpg,SEDAN,HATCHBACK,0.635,6,7
train\SEDAN\94_jpg.rf.fe3f04f68d868392933db2dfc4eb12b3.jpg,SEDAN,HATCHBACK,0.552,6,7
train\SEDAN\97_jpg.rf.0c436113b4ee55d64791cc54204ea20a.jpg,SEDAN,HATCHBACK,0.732,6,7
train\SEDAN\98_jpg.rf.0bc6d44c84da942bbc1e5767d136239a.jpg,SEDAN,HATCHBACK,0.676,6,7
train\SEDAN\9_jpg.rf.e180f6dac693b9f49ba19f0c932130dc.jpg,SEDAN,HATCHBACK,0.867,6,7
train\SEDAN\Image_133_jpg.rf.146a44df537f9059236bedd2e1366240.jpg,SEDAN,HATCHBACK,0.912,6,7
train\SEDAN\Image_137_jpg.rf.76d78f1236079d9b7dfad8b79c50834f.jpg,SEDAN,HATCHBACK,0.840,6,7
train\SEDAN\Image_161_jpg.rf.cccf111def81180abfe05bf217d42849.jpg,SEDAN,HATCHBACK,0.669,6,7
train\SEDAN\Image_170_jpg.rf.8a18fc650b3c746c56a60c4f186f3c5b.jpg,SEDAN,HATCHBACK,0.685,6,7
train\SEDAN\Image_178_jpg.rf.dc29fde5c82e9e004054ee99c1b4c23f.jpg,SEDAN,HATCHBACK,0.873,6,7
train\SEDAN\Image_181_png.rf.ac088b44fcec358ea14a49bc947a32cc.jpg,SEDAN,HATCHBACK,0.898,6,7
train\SEDAN\Image_40_jpg.rf.6bb34958403ef6942c0f04d3c975d2d1.jpg,SEDAN,HATCHBACK,0.781,6,7
train\SEDAN\Image_46_jpg.rf.bcdde380fff3a044e02937c483742161.jpg,SEDAN,HATCHBACK,0.674,6,7
train\SEDAN\Image_48_jpg.rf.386a8d7c4a880ed8abb9519393dfb407.jpg,SEDAN,HATCHBACK,0.891,6,7
train\SEDAN\Image_56_png.rf.e55f0956cb6c7eaf68202c2c3e219f1c.jpg,SEDAN,HATCHBACK,0.805,6,7
train\SEDAN\Image_59_jpg.rf.d5432d3adb7369fa124de0031d2e234a.jpg,SEDAN,HATCHBACK,0.946,6,7
train\SEDAN\Image_61_jpg.rf.c0c653c21988d59b30124fd33001a3b8.jpg,SEDAN,HATCHBACK,0.603,6,7
train\SEDAN\Image_63_jpg.rf.b6edb20117370918315daf159beb735f.jpg,SEDAN,HATCHBACK,0.817,6,7
train\SEDAN\Image_80_jpg.rf.fd3dcdc2d8fb7047f023727c006e3acb.jpg,SEDAN,HATCHBACK,0.829,6,7
train\SEDAN\Image_85_jpg.rf.8d33fe8d1cd9184f0e0c711169de13e3.jpg,SEDAN,SUV,0.704,6,1
train\SEDAN\Image_97_jpg.rf.2b32b1965c04365243a6c835127aa16c.jpg,SEDAN,HATCHBACK,0.649,6,7
train\SEDAN\Image_98_jpg.rf.19fa2636d955f6724c995d6dc1b88dfe.jpg,SEDAN,HATCHBACK,0.624,6,7
train\SEDAN\Image_99_jpg.rf.275e71c2823d85ec6b91bd37aeeb1d3f.jpg,SEDAN,HATCHBACK,0.625,6,7
train\HATCHBACK\01375_Nissan-Juke-Hatchback-2012_jpg.rf.e11c075f22688e7d070dcd0d0bd41753.jpg,HATCHBACK,ACIK_TEKERLEK,0.867,7,5
train\HATCHBACK\04965_Scion-xD-Hatchback-2012_jpg.rf.b44de98e4e2beac169c14d7891a008ea.jpg,HATCHBACK,SUV,0.573,7,1
train\HATCHBACK\05219_Nissan-Juke-Hatchback-2012_jpg.rf.e10731515df6daa63ba8103c857c6fda.jpg,HATCHBACK,SUV,0.637,7,1
train\HATCHBACK\06436_Hyundai-Elantra-Touring-Hatchback-2012_jpg.rf.1e7919c549f5ed340bd5b429c9b3ed0a.jpg,HATCHBACK,SUV,0.820,7,1
train\HATCHBACK\07275_Volkswagen-Golf-Hatchback-1991_jpg.rf.4f653f3476b1fe05726aabd6f76c911c.jpg,HATCHBACK,ACIK_TEKERLEK,0.575,7,5
train\HATCHBACK\124_jpg.rf.2dd9df580e4d34cbcbdeb135226d43e2.jpg,HATCHBACK,PICKUP,0.565,7,8
train\HATCHBACK\129_jpg.rf.e715b1c8ea4b47d332f078455b5b8d3f.jpg,HATCHBACK,ACIK_TEKERLEK,0.639,7,5
train\HATCHBACK\233_jpg.rf.26d61ba40f62f0bab1ef254a9a573572.jpg,HATCHBACK,SUV,0.625,7,1
train\HATCHBACK\365_jpg.rf.3b950974c109c10453de83af6812f701.jpg,HATCHBACK,ACIK_TEKERLEK,0.574,7,5
train\HATCHBACK\388_jpg.rf.618e4885e1d33ff6824f4501ff2fbe67.jpg,HATCHBACK,ACIK_TEKERLEK,0.790,7,5
train\HATCHBACK\d58116d4-66ac-11eb-8073-8c164571e025_jpg.rf.7fe40a91cd0eae908ae5f98833097cb2.jpg,HATCHBACK,ACIK_TEKERLEK,0.672,7,5
train\HATCHBACK\d581b448-66ac-11eb-bb2a-8c164571e025_jpg.rf.51abda3b513bb21e43f9a0267d175ebc.jpg,HATCHBACK,ACIK_TEKERLEK,0.896,7,5
train\HATCHBACK\d581b492-66ac-11eb-bf6e-8c164571e025_jpg.rf.7f9f88bff76f7d794547433e022baafb.jpg,HATCHBACK,ACIK_TEKERLEK,0.634,7,5
train\HATCHBACK\d5838998-66ac-11eb-a636-8c164571e025_jpg.rf.6eada76dc0a469c08e98c12207864035.jpg,HATCHBACK,ACIK_TEKERLEK,0.810,7,5
train\HATCHBACK\Image_192_jpg.rf.1e2fcf317483cb524f1fdaa10fd18537.jpg,HATCHBACK,ACIK_TEKERLEK,0.889,7,5
train\Pick-Up\00884_Dodge-Dakota-Club-Cab-2007_jpg.rf.ba4142e40ed4743354a78a5827efdcec.jpg,PICKUP,ACIK_TEKERLEK,0.657,8,5
train\Pick-Up\01198_Cadillac-Escalade-EXT-Crew-Cab-2007_jpg.rf.b9b158fa44f04e019708e04bace3a006.jpg,PICKUP,SUV,0.766,8,1
train\Pick-Up\01751_Cadillac-Escalade-EXT-Crew-Cab-2007_jpg.rf.ed211cb1d78759c6b59671315ae74c3b.jpg,PICKUP,HATCHBACK,0.586,8,7
train\Pick-Up\01941_Chevrolet-Silverado-1500-Extended-Cab-2012_jpg.rf.4c803cd63a2576f9cb740de252ca2021.jpg,PICKUP,ACIK_TEKERLEK,0.610,8,5
train\Pick-Up\02946_Chevrolet-Silverado-1500-Regular-Cab-2012_jpg.rf.405b3cc9eb62c56c90c04e29444ec12e.jpg,PICKUP,ACIK_TEKERLEK,0.631,8,5
train\Pick-Up\03062_Chevrolet-Silverado-2500HD-Regular-Cab-2012_jpg.rf.9e73c5dc7ff001bcb3f9876446a685f8.jpg,PICKUP,ACIK_TEKERLEK,0.629,8,5
train\Pick-Up\03730_Dodge-Dakota-Club-Cab-2007_jpg.rf.0a2b91e08ebdb5a82e832a5f62ce7f87.jpg,PICKUP,SUV,0.631,8,1
train\Pick-Up\03757_Cadillac-Escalade-EXT-Crew-Cab-2007_jpg.rf.83cd986d56652a2fc6560cbc4b71937b.jpg,PICKUP,ACIK_TEKERLEK,0.779,8,5
train\Pick-Up\03856_Chevrolet-Silverado-1500-Extended-Cab-2012_jpg.rf.36d8913e530714be4edb5481fa672e8b.jpg,PICKUP,ACIK_TEKERLEK,0.655,8,5
train\Pick-Up\03925_Cadillac-Escalade-EXT-Crew-Cab-2007_jpg.rf.c188c387ed8f2a4269364c1774eef488.jpg,PICKUP,SUV,0.655,8,1
